############################################################
#          Grid for Magnetic Declination
############################################################
#   7 Fields:
#     (1) Date in decimal years
#     (2) Latitude in decimal Degrees
#     (3) Longitude in decimal Degrees
#     (4) Elevation in km Mean Sea Level
#     (5) Declination in Degree
#     (6) Declination_sv in Degree
#     (7) Declination_uncertainty in Degree
#
#   Magnetic Model: WMM-2020 (calculator version 0.5.1.11) 
#  Caution: location is approaching the blackout zone around the magnetic pole as defined by the WMM military specification (https://www.ngdc.noaa.gov/geomag/WMM/data/MIL-PRF-89500B.pdf). Compass accuracy may be degraded in this region.
#  Warning: location is in the blackout zone around the magnetic pole as defined by the WMM military specification (https://www.ngdc.noaa.gov/geomag/WMM/data/MIL-PRF-89500B.pdf). Compass accuracy is highly degraded in this region.
############################################################
2022.85479,80.00000,-180.00000,0.00000,-4.19964,-1.00264,1.39029
2022.85479,80.00000,-175.00000,0.00000,-1.53720,-1.01181,1.39764
2022.85479,80.00000,-170.00000,0.00000,1.07792,-1.02187,1.41744
2022.85479,80.00000,-165.00000,0.00000,3.59525,-1.03191,1.45030
2022.85479,80.00000,-160.00000,0.00000,5.95733,-1.04084,1.49741
2022.85479,80.00000,-155.00000,0.00000,8.09482,-1.04712,1.56059
2022.85479,80.00000,-150.00000,0.00000,9.92030,-1.04833,1.64237
2022.85479,80.00000,-145.00000,0.00000,11.31973,-1.04040,1.74606
2022.85479,80.00000,-140.00000,0.00000,12.14101,-1.01623,1.87574
2022.85479,80.00000,-135.00000,0.00000,12.17914,-0.96356,2.03589
2022.85479,80.00000,-130.00000,0.00000,11.16063,-0.86161,2.23009
2022.85479,80.00000,-125.00000,0.00000,8.73795,-0.67745,2.45757
2022.85479,80.00000,-120.00000,0.00000,4.52675,-0.36711,2.70580
2022.85479,80.00000,-115.00000,0.00000,-1.74560,0.10393,2.93894
2022.85479,80.00000,-110.00000,0.00000,-9.92366,0.70457,3.09260
2022.85479,80.00000,-105.00000,0.00000,-19.11147,1.28978,3.10041
2022.85479,80.00000,-100.00000,0.00000,-27.86931,1.67973,2.94978
2022.85479,80.00000,-95.00000,0.00000,-34.98690,1.81620,2.69624
2022.85479,80.00000,-90.00000,0.00000,-39.99723,1.77033,2.41268
2022.85479,80.00000,-85.00000,0.00000,-43.02794,1.63805,2.14636
2022.85479,80.00000,-80.00000,0.00000,-44.44000,1.48234,1.91596
2022.85479,80.00000,-75.00000,0.00000,-44.60591,1.33294,1.72388
2022.85479,80.00000,-70.00000,0.00000,-43.83120,1.20050,1.56609
2022.85479,80.00000,-65.00000,0.00000,-42.34726,1.08694,1.43698
2022.85479,80.00000,-60.00000,0.00000,-40.32500,0.99084,1.33124
2022.85479,80.00000,-55.00000,0.00000,-37.88999,0.90978,1.24441
2022.85479,80.00000,-50.00000,0.00000,-35.13510,0.84129,1.17290
2022.85479,80.00000,-45.00000,0.00000,-32.13003,0.78319,1.11388
2022.85479,80.00000,-40.00000,0.00000,-28.92791,0.73367,1.06515
2022.85479,80.00000,-35.00000,0.00000,-25.56992,0.69124,1.02497
2022.85479,80.00000,-30.00000,0.00000,-22.08859,0.65473,0.99200
2022.85479,80.00000,-25.00000,0.00000,-18.51006,0.62319,0.96518
2022.85479,80.00000,-20.00000,0.00000,-14.85575,0.59586,0.94368
2022.85479,80.00000,-15.00000,0.00000,-11.14366,0.57214,0.92688
2022.85479,80.00000,-10.00000,0.00000,-7.38926,0.55156,0.91430
2022.85479,80.00000,-5.00000,0.00000,-3.60618,0.53373,0.90559
2022.85479,80.00000,0.00000,0.00000,0.19317,0.51833,0.90053
2022.85479,80.00000,5.00000,0.00000,3.99707,0.50513,0.89901
2022.85479,80.00000,10.00000,0.00000,7.79406,0.49391,0.90100
2022.85479,80.00000,15.00000,0.00000,11.57252,0.48451,0.90662
2022.85479,80.00000,20.00000,0.00000,15.32013,0.47680,0.91607
2022.85479,80.00000,25.00000,0.00000,19.02339,0.47066,0.92968
2022.85479,80.00000,30.00000,0.00000,22.66707,0.46600,0.94796
2022.85479,80.00000,35.00000,0.00000,26.23336,0.46275,0.97156
2022.85479,80.00000,40.00000,0.00000,29.70102,0.46085,1.00138
2022.85479,80.00000,45.00000,0.00000,33.04389,0.46022,1.03857
2022.85479,80.00000,50.00000,0.00000,36.22917,0.46075,1.08467
2022.85479,80.00000,55.00000,0.00000,39.21458,0.46225,1.14171
2022.85479,80.00000,60.00000,0.00000,41.94438,0.46435,1.21235
2022.85479,80.00000,65.00000,0.00000,44.34338,0.46636,1.30016
2022.85479,80.00000,70.00000,0.00000,46.30757,0.46689,1.40991
2022.85479,80.00000,75.00000,0.00000,47.68991,0.46322,1.54793
2022.85479,80.00000,80.00000,0.00000,48.27886,0.45003,1.72252
2022.85479,80.00000,85.00000,0.00000,47.76656,0.41686,1.94376
2022.85479,80.00000,90.00000,0.00000,45.71038,0.34365,2.22153
2022.85479,80.00000,95.00000,0.00000,41.51521,0.19498,2.55778
2022.85479,80.00000,100.00000,0.00000,34.54017,-0.07758,2.92621
2022.85479,80.00000,105.00000,0.00000,24.56045,-0.49380,3.24093
2022.85479,80.00000,110.00000,0.00000,12.59500,-0.95538,3.36770
2022.85479,80.00000,115.00000,0.00000,0.97967,-1.27355,3.24394
2022.85479,80.00000,120.00000,0.00000,-8.22382,-1.37790,2.95595
2022.85479,80.00000,125.00000,0.00000,-14.42853,-1.34595,2.63022
2022.85479,80.00000,130.00000,0.00000,-18.05709,-1.26635,2.33735
2022.85479,80.00000,135.00000,0.00000,-19.76653,-1.18491,2.09709
2022.85479,80.00000,140.00000,0.00000,-20.11401,-1.11748,1.90708
2022.85479,80.00000,145.00000,0.00000,-19.50378,-1.06691,1.75906
2022.85479,80.00000,150.00000,0.00000,-18.21699,-1.03157,1.64475
2022.85479,80.00000,155.00000,0.00000,-16.44930,-1.00878,1.55742
2022.85479,80.00000,160.00000,0.00000,-14.33951,-0.99586,1.49198
2022.85479,80.00000,165.00000,0.00000,-11.98930,-0.99051,1.44474
2022.85479,80.00000,170.00000,0.00000,-9.47612,-0.99084,1.41309
2022.85479,80.00000,175.00000,0.00000,-6.86201,-0.99531,1.39529
2022.85479,80.00000,180.00000,0.00000,-4.19964,-1.00264,1.39029
2022.85479,75.00000,-180.00000,0.00000,-1.33048,-0.59564,0.79308
2022.85479,75.00000,-175.00000,0.00000,1.42552,-0.61281,0.79906
2022.85479,75.00000,-170.00000,0.00000,4.16006,-0.62689,0.81050
2022.85479,75.00000,-165.00000,0.00000,6.83575,-0.63752,0.82775
2022.85479,75.00000,-160.00000,0.00000,9.41065,-0.64445,0.85141
2022.85479,75.00000,-155.00000,0.00000,11.83518,-0.64746,0.88231
2022.85479,75.00000,-150.00000,0.00000,14.04841,-0.64620,0.92164
2022.85479,75.00000,-145.00000,0.00000,15.97303,-0.63994,0.97093
2022.85479,75.00000,-140.00000,0.00000,17.50847,-0.62721,1.03217
2022.85479,75.00000,-135.00000,0.00000,18.52136,-0.60510,1.10781
2022.85479,75.00000,-130.00000,0.00000,18.83294,-0.56827,1.20063
2022.85479,75.00000,-125.00000,0.00000,18.20492,-0.50735,1.31326
2022.85479,75.00000,-120.00000,0.00000,16.32991,-0.40697,1.44670
2022.85479,75.00000,-115.00000,0.00000,12.84925,-0.24517,1.59700
2022.85479,75.00000,-110.00000,0.00000,7.44791,0.00009,1.74927
2022.85479,75.00000,-105.00000,0.00000,0.09245,0.32779,1.87205
2022.85479,75.00000,-100.00000,0.00000,-8.64174,0.68095,1.92385
2022.85479,75.00000,-95.00000,0.00000,-17.52676,0.95879,1.88095
2022.85479,75.00000,-90.00000,0.00000,-25.24304,1.09726,1.76026
2022.85479,75.00000,-85.00000,0.00000,-31.04185,1.11233,1.60316
2022.85479,75.00000,-80.00000,0.00000,-34.83984,1.05694,1.44476
2022.85479,75.00000,-75.00000,0.00000,-36.91352,0.97472,1.30298
2022.85479,75.00000,-70.00000,0.00000,-37.62550,0.88941,1.18310
2022.85479,75.00000,-65.00000,0.00000,-37.29971,0.81096,1.08436
2022.85479,75.00000,-60.00000,0.00000,-36.19104,0.74233,1.00392
2022.85479,75.00000,-55.00000,0.00000,-34.49099,0.68348,0.93865
2022.85479,75.00000,-50.00000,0.00000,-32.34173,0.63334,0.88572
2022.85479,75.00000,-45.00000,0.00000,-29.84906,0.59057,0.84279
2022.85479,75.00000,-40.00000,0.00000,-27.09251,0.55393,0.80800
2022.85479,75.00000,-35.00000,0.00000,-24.13284,0.52233,0.77987
2022.85479,75.00000,-30.00000,0.00000,-21.01727,0.49491,0.75722
2022.85479,75.00000,-25.00000,0.00000,-17.78317,0.47094,0.73915
2022.85479,75.00000,-20.00000,0.00000,-14.46063,0.44987,0.72493
2022.85479,75.00000,-15.00000,0.00000,-11.07441,0.43126,0.71402
2022.85479,75.00000,-10.00000,0.00000,-7.64535,0.41477,0.70596
2022.85479,75.00000,-5.00000,0.00000,-4.19140,0.40011,0.70046
2022.85479,75.00000,0.00000,0.00000,-0.72856,0.38705,0.69728
2022.85479,75.00000,5.00000,0.00000,2.72832,0.37538,0.69628
2022.85479,75.00000,10.00000,0.00000,6.16475,0.36490,0.69743
2022.85479,75.00000,15.00000,0.00000,9.56575,0.35539,0.70076
2022.85479,75.00000,20.00000,0.00000,12.91506,0.34665,0.70639
2022.85479,75.00000,25.00000,0.00000,16.19398,0.33842,0.71457
2022.85479,75.00000,30.00000,0.00000,19.38050,0.33047,0.72565
2022.85479,75.00000,35.00000,0.00000,22.44791,0.32248,0.74011
2022.85479,75.00000,40.00000,0.00000,25.36335,0.31411,0.75858
2022.85479,75.00000,45.00000,0.00000,28.08560,0.30491,0.78190
2022.85479,75.00000,50.00000,0.00000,30.56240,0.29428,0.81114
2022.85479,75.00000,55.00000,0.00000,32.72635,0.28138,0.84764
2022.85479,75.00000,60.00000,0.00000,34.48931,0.26497,0.89309
2022.85479,75.00000,65.00000,0.00000,35.73462,0.24319,0.94954
2022.85479,75.00000,70.00000,0.00000,36.30626,0.21324,1.01935
2022.85479,75.00000,75.00000,0.00000,35.99719,0.17096,1.10489
2022.85479,75.00000,80.00000,0.00000,34.54001,0.11046,1.20762
2022.85479,75.00000,85.00000,0.00000,31.61666,0.02454,1.32602
2022.85479,75.00000,90.00000,0.00000,26.92311,-0.09235,1.45157
2022.85479,75.00000,95.00000,0.00000,20.34441,-0.23610,1.56405
2022.85479,75.00000,100.00000,0.00000,12.23481,-0.38280,1.63257
2022.85479,75.00000,105.00000,0.00000,3.56571,-0.49377,1.63168
2022.85479,75.00000,110.00000,0.00000,-4.40982,-0.54499,1.56268
2022.85479,75.00000,115.00000,0.00000,-10.78431,-0.54552,1.45234
2022.85479,75.00000,120.00000,0.00000,-15.27205,-0.52095,1.33078
2022.85479,75.00000,125.00000,0.00000,-18.02646,-0.49212,1.21704
2022.85479,75.00000,130.00000,0.00000,-19.36490,-0.46962,1.11893
2022.85479,75.00000,135.00000,0.00000,-19.60767,-0.45695,1.03778
2022.85479,75.00000,140.00000,0.00000,-19.02156,-0.45410,0.97219
2022.85479,75.00000,145.00000,0.00000,-17.81340,-0.45973,0.91999
2022.85479,75.00000,150.00000,0.00000,-16.13949,-0.47208,0.87904
2022.85479,75.00000,155.00000,0.00000,-14.11765,-0.48933,0.84754
2022.85479,75.00000,160.00000,0.00000,-11.83745,-0.50980,0.82405
2022.85479,75.00000,165.00000,0.00000,-9.36818,-0.53192,0.80751
2022.85479,75.00000,170.00000,0.00000,-6.76481,-0.55434,0.79713
2022.85479,75.00000,175.00000,0.00000,-4.07256,-0.57590,0.79241
2022.85479,75.00000,180.00000,0.00000,-1.33048,-0.59564,0.79308
2022.85479,70.00000,-180.00000,0.00000,0.04441,-0.41593,0.56973
2022.85479,70.00000,-175.00000,0.00000,2.72883,-0.43344,0.57398
2022.85479,70.00000,-170.00000,0.00000,5.39596,-0.44580,0.58120
2022.85479,70.00000,-165.00000,0.00000,8.01134,-0.45280,0.59161
2022.85479,70.00000,-160.00000,0.00000,10.53605,-0.45448,0.60554
2022.85479,70.00000,-155.00000,0.00000,12.92454,-0.45113,0.62347
2022.85479,70.00000,-150.00000,0.00000,15.12210,-0.44308,0.64602
2022.85479,70.00000,-145.00000,0.00000,17.06162,-0.43056,0.67402
2022.85479,70.00000,-140.00000,0.00000,18.65911,-0.41354,0.70848
2022.85479,70.00000,-135.00000,0.00000,19.80759,-0.39134,0.75064
2022.85479,70.00000,-130.00000,0.00000,20.36907,-0.36226,0.80189
2022.85479,70.00000,-125.00000,0.00000,20.16549,-0.32291,0.86357
2022.85479,70.00000,-120.00000,0.00000,18.97229,-0.26747,0.93644
2022.85479,70.00000,-115.00000,0.00000,16.52520,-0.18714,1.01945
2022.85479,70.00000,-110.00000,0.00000,12.56501,-0.07136,1.10759
2022.85479,70.00000,-105.00000,0.00000,6.95694,0.08624,1.18912
2022.85479,70.00000,-100.00000,0.00000,-0.10570,0.27559,1.24535
2022.85479,70.00000,-95.00000,0.00000,-7.94136,0.46186,1.25794
2022.85479,70.00000,-90.00000,0.00000,-15.52096,0.60157,1.22193
2022.85479,70.00000,-85.00000,0.00000,-21.92290,0.67412,1.15018
2022.85479,70.00000,-80.00000,0.00000,-26.68537,0.68959,1.06301
2022.85479,70.00000,-75.00000,0.00000,-29.78918,0.67039,0.97644
2022.85479,70.00000,-70.00000,0.00000,-31.45063,0.63538,0.89881
2022.85479,70.00000,-65.00000,0.00000,-31.94826,0.59585,0.83285
2022.85479,70.00000,-60.00000,0.00000,-31.53902,0.55733,0.77838
2022.85479,70.00000,-55.00000,0.00000,-30.43373,0.52208,0.73407
2022.85479,70.00000,-50.00000,0.00000,-28.79679,0.49070,0.69834
2022.85479,70.00000,-45.00000,0.00000,-26.75445,0.46306,0.66970
2022.85479,70.00000,-40.00000,0.00000,-24.40381,0.43877,0.64687
2022.85479,70.00000,-35.00000,0.00000,-21.81988,0.41731,0.62879
2022.85479,70.00000,-30.00000,0.00000,-19.06150,0.39821,0.61460
2022.85479,70.00000,-25.00000,0.00000,-16.17547,0.38106,0.60362
2022.85479,70.00000,-20.00000,0.00000,-13.19956,0.36553,0.59531
2022.85479,70.00000,-15.00000,0.00000,-10.16478,0.35137,0.58922
2022.85479,70.00000,-10.00000,0.00000,-7.09669,0.33842,0.58500
2022.85479,70.00000,-5.00000,0.00000,-4.01655,0.32655,0.58238
2022.85479,70.00000,0.00000,0.00000,-0.94219,0.31567,0.58115
2022.85479,70.00000,5.00000,0.00000,2.11103,0.30567,0.58115
2022.85479,70.00000,10.00000,0.00000,5.12914,0.29639,0.58232
2022.85479,70.00000,15.00000,0.00000,8.09811,0.28763,0.58464
2022.85479,70.00000,20.00000,0.00000,11.00232,0.27912,0.58816
2022.85479,70.00000,25.00000,0.00000,13.82275,0.27053,0.59303
2022.85479,70.00000,30.00000,0.00000,16.53536,0.26152,0.59948
2022.85479,70.00000,35.00000,0.00000,19.10935,0.25168,0.60783
2022.85479,70.00000,40.00000,0.00000,21.50543,0.24056,0.61850
2022.85479,70.00000,45.00000,0.00000,23.67389,0.22759,0.63202
2022.85479,70.00000,50.00000,0.00000,25.55226,0.21203,0.64905
2022.85479,70.00000,55.00000,0.00000,27.06207,0.19289,0.67034
2022.85479,70.00000,60.00000,0.00000,28.10487,0.16878,0.69674
2022.85479,70.00000,65.00000,0.00000,28.55773,0.13787,0.72911
2022.85479,70.00000,70.00000,0.00000,28.26919,0.09786,0.76809
2022.85479,70.00000,75.00000,0.00000,27.06051,0.04620,0.81376
2022.85479,70.00000,80.00000,0.00000,24.74025,-0.01896,0.86479
2022.85479,70.00000,85.00000,0.00000,21.14795,-0.09690,0.91739
2022.85479,70.00000,90.00000,0.00000,16.24328,-0.18134,0.96427
2022.85479,70.00000,95.00000,0.00000,10.22892,-0.25855,0.99519
2022.85479,70.00000,100.00000,0.00000,3.62388,-0.31128,1.00086
2022.85479,70.00000,105.00000,0.00000,-2.83626,-0.32939,0.97866
2022.85479,70.00000,110.00000,0.00000,-8.46459,-0.31709,0.93461
2022.85479,70.00000,115.00000,0.00000,-12.84977,-0.28835,0.87929
2022.85479,70.00000,120.00000,0.00000,-15.88884,-0.25714,0.82223
2022.85479,70.00000,125.00000,0.00000,-17.68337,-0.23232,0.76939
2022.85479,70.00000,130.00000,0.00000,-18.42161,-0.21770,0.72341
2022.85479,70.00000,135.00000,0.00000,-18.30476,-0.21398,0.68487
2022.85479,70.00000,140.00000,0.00000,-17.51361,-0.22025,0.65337
2022.85479,70.00000,145.00000,0.00000,-16.19905,-0.23494,0.62812
2022.85479,70.00000,150.00000,0.00000,-14.48263,-0.25617,0.60828
2022.85479,70.00000,155.00000,0.00000,-12.46084,-0.28199,0.59308
2022.85479,70.00000,160.00000,0.00000,-10.20970,-0.31047,0.58190
2022.85479,70.00000,165.00000,0.00000,-7.78935,-0.33971,0.57427
2022.85479,70.00000,170.00000,0.00000,-5.24794,-0.36800,0.56982
2022.85479,70.00000,175.00000,0.00000,-2.62519,-0.39381,0.56835
2022.85479,70.00000,180.00000,0.00000,0.04441,-0.41593,0.56973
2022.85479,65.00000,-180.00000,0.00000,0.86417,-0.30972,0.46351
2022.85479,65.00000,-175.00000,0.00000,3.43752,-0.32552,0.46655
2022.85479,65.00000,-170.00000,0.00000,5.99120,-0.33522,0.47132
2022.85479,65.00000,-165.00000,0.00000,8.48999,-0.33876,0.47797
2022.85479,65.00000,-160.00000,0.00000,10.89368,-0.33651,0.48670
2022.85479,65.00000,-155.00000,0.00000,13.15570,-0.32913,0.49778
2022.85479,65.00000,-150.00000,0.00000,15.22184,-0.31744,0.51159
2022.85479,65.00000,-145.00000,0.00000,17.02854,-0.30225,0.52857
